"n1" "eventr" "CoxTPR" "CoxTNR" "LogitTPR" "LogitTNR" "TCoxTPR" "TCoxTNR"
25458 0.387461701626208 0.74 1 0.71 1 0.74 1
25514 0.385239476365917 0.77 1 0.74 1 0.77 1
26324 0.285328977359064 0.79 1 0.71 1 0.78 1
26772 0.247422680412371 0.76 1 0.71 1 0.76 1
26604 0.252292888287476 0.78 1 0.72 1 0.76 1
26513 0.269867612114812 0.75 1 0.69 1 0.75 1
25507 0.386834986474301 0.76 0.999966555183947 0.72 1 0.75 0.999966555183947
23215 0.534955847512384 0.79 1 0.68 1 0.79 1
25975 0.352069297401347 0.76 0.999966555183947 0.72 1 0.76 0.999966555183947
26969 0.206051392339353 0.77 1 0.68 1 0.77 1
24758 0.44199854592455 0.78 1 0.68 1 0.77 1
27183 0.142294816613324 0.61 1 0.6 0.999966555183947 0.62 1
26640 0.26753003003003 0.71 1 0.72 1 0.71 1
26840 0.214418777943368 0.71 1 0.65 1 0.71 1
26644 0.249437021468248 0.76 1 0.72 1 0.77 1
26275 0.29686013320647 0.77 1 0.7 1 0.76 1
26085 0.338163695610504 0.8 1 0.73 1 0.8 1
26189 0.318148841116499 0.73 1 0.71 1 0.73 1
26045 0.333614897293146 0.81 1 0.75 1 0.81 1
26342 0.290638524030066 0.72 1 0.66 1 0.7 1
26905 0.19973982531128 0.75 1 0.72 1 0.75 1
27006 0.19310523587351 0.73 1 0.69 1 0.72 1
27011 0.186627670208434 0.76 1 0.68 1 0.75 1
26079 0.32156140956325 0.74 1 0.71 1 0.74 1
26469 0.256790963013336 0.74 1 0.72 1 0.74 1
26370 0.293780811528252 0.78 1 0.72 1 0.77 1
26592 0.264402827918171 0.72 1 0.66 1 0.72 1
26258 0.299642013862442 0.72 1 0.69 1 0.72 1
26297 0.304597482602578 0.78 1 0.73 1 0.78 1
25255 0.401979805979014 0.78 1 0.69 1 0.78 1
26588 0.246201293816759 0.76 1 0.74 1 0.76 1
26802 0.234982463995224 0.68 1 0.68 1 0.68 1
27151 0.156347832492358 0.66 1 0.61 1 0.66 1
26550 0.262448210922787 0.73 1 0.7 1 0.73 1
26332 0.298610056205378 0.8 1 0.75 1 0.8 1
27142 0.142730823078624 0.68 1 0.64 1 0.68 1
26080 0.337193251533742 0.72 1 0.67 1 0.72 1
25850 0.343056092843327 0.81 1 0.75 1 0.81 1
25791 0.355899344732659 0.8 1 0.75 1 0.8 1
26229 0.306149681650082 0.79 1 0.76 1 0.81 1
26138 0.33158619634249 0.75 1 0.72 1 0.75 1
26542 0.280348127496044 0.75 1 0.73 1 0.74 1
26548 0.271583546783185 0.77 1 0.74 1 0.77 1
26252 0.305919548986744 0.77 1 0.73 1 0.77 1
26381 0.267692657594481 0.8 1 0.74 1 0.8 1
26235 0.30146750524109 0.73 1 0.67 1 0.73 1
26250 0.307428571428571 0.78 1 0.72 1 0.77 1
25191 0.412726767496328 0.78 1 0.73 1 0.78 1
23284 0.531266105480158 0.77 1 0.68 1 0.77 1
26642 0.250206440957886 0.73 1 0.68 1 0.73 1
25551 0.388243121599937 0.73 1 0.66 1 0.72 1
26384 0.292753183747726 0.79 1 0.74 1 0.81 1
26313 0.297077490213963 0.77 1 0.73 1 0.77 1
26656 0.250675270108043 0.75 1 0.7 1 0.76 1
26642 0.249868628481345 0.74 1 0.69 1 0.74 1
26285 0.319345634392239 0.86 1 0.75 1 0.85 1
25418 0.395074356755055 0.81 1 0.75 1 0.81 1
26509 0.275302727375608 0.8 1 0.75 0.999966555183947 0.8 1
26183 0.30298285146851 0.77 1 0.71 1 0.77 1
26578 0.26615998193995 0.74 1 0.67 1 0.74 1
27038 0.1826688364524 0.66 0.999966555183947 0.62 1 0.66 0.999966555183947
26534 0.277229215346348 0.72 1 0.67 1 0.72 1
25093 0.427250627665086 0.8 1 0.71 1 0.8 1
26962 0.197500185446184 0.7 1 0.69 1 0.7 1
26641 0.256897263616231 0.77 1 0.74 1 0.77 1
25159 0.418697086529671 0.75 1 0.71 1 0.75 1
26509 0.271454977554793 0.75 1 0.72 1 0.75 1
26658 0.248443244054318 0.77 1 0.74 0.999966555183947 0.77 1
25931 0.331340866144769 0.74 1 0.71 1 0.74 1
25669 0.368343137636838 0.8 1 0.73 1 0.79 1
26486 0.278675526693347 0.74 1 0.71 1 0.74 1
26169 0.30918262065803 0.76 1 0.73 1 0.76 1
26716 0.242364126366222 0.72 1 0.71 1 0.72 1
27209 0.148149509353523 0.68 1 0.66 1 0.68 1
25485 0.387561310574848 0.77 1 0.73 1 0.77 1
26255 0.305351361645401 0.73 1 0.69 1 0.72 1
26354 0.294528344843288 0.78 1 0.75 1 0.77 1
26545 0.267244302128461 0.7 0.999966555183947 0.67 1 0.7 0.999966555183947
25856 0.350556930693069 0.71 1 0.62 1 0.7 1
26916 0.201775895378214 0.76 1 0.7 1 0.76 1
25741 0.363078357484169 0.75 1 0.72 1 0.75 1
25233 0.420718899853367 0.77 1 0.75 1 0.77 1
25485 0.39211300765156 0.76 1 0.73 1 0.76 1
26789 0.223935197282467 0.73 1 0.66 1 0.73 1
26576 0.266180012040939 0.71 1 0.65 1 0.69 1
26005 0.328629109786579 0.81 1 0.74 1 0.79 1
25959 0.348626680534689 0.83 1 0.72 1 0.83 1
26630 0.26199774690199 0.77 1 0.72 1 0.77 1
26001 0.338294680973809 0.8 1 0.77 1 0.8 1
27115 0.158215010141988 0.71 0.999966555183947 0.7 1 0.71 0.999966555183947
26350 0.284971537001898 0.72 1 0.68 1 0.71 1
25282 0.403686417213828 0.84 1 0.77 1 0.84 1
26871 0.217185813702505 0.75 1 0.71 1 0.75 1
26084 0.324221745131115 0.74 1 0.69 1 0.74 1
25254 0.413875029698266 0.79 1 0.69 1 0.79 1
25865 0.35426251691475 0.78 1 0.71 1 0.77 1
25809 0.355728621798597 0.79 1 0.72 1 0.79 1
25357 0.398509287376267 0.82 1 0.75 1 0.81 1
26068 0.331939542734387 0.75 1 0.7 1 0.75 1
26593 0.261346971007408 0.72 1 0.72 1 0.73 1
25022 0.420469986411957 0.74 1 0.71 1 0.75 1
26926 0.188665230632103 0.73 1 0.69 1 0.74 1
25417 0.400479993705001 0.8 1 0.75 1 0.8 1
27139 0.159327904491691 0.62 1 0.59 1 0.62 1
26481 0.273403572372645 0.79 1 0.73 1 0.79 1
26447 0.29247173592468 0.78 1 0.72 1 0.78 1
26689 0.232567724530706 0.72 1 0.66 1 0.72 1
25806 0.365845152290165 0.73 0.999966555183947 0.68 1 0.73 0.999966555183947
27349 0.0949943325167282 0.57 1 0.56 1 0.57 1
26585 0.266729358660899 0.74 1 0.71 1 0.74 1
25650 0.373060428849903 0.75 1 0.72 1 0.75 1
26054 0.338335764182083 0.82 1 0.77 1 0.82 1
26074 0.327912863388816 0.79 1 0.75 1 0.79 1
27327 0.1103670362645 0.62 1 0.58 1 0.62 1
25486 0.390645844777525 0.82 1 0.76 1 0.81 1
25621 0.365754654385075 0.78 1 0.7 1 0.77 0.999966555183947
26878 0.215641044720589 0.73 1 0.69 1 0.73 1
26895 0.200483361219558 0.72 1 0.68 1 0.72 1
26857 0.221692668578024 0.77 1 0.73 1 0.77 1
25650 0.367524366471735 0.69 1 0.67 1 0.68 1
26188 0.31102031464793 0.74 0.999966555183947 0.7 1 0.74 0.999966555183947
25550 0.371506849315068 0.79 1 0.71 1 0.79 1
25105 0.422505476996614 0.74 1 0.69 1 0.74 1
26827 0.228985723338428 0.76 1 0.73 1 0.76 1
26106 0.322033249061518 0.71 1 0.64 1 0.71 1
25807 0.364203510675398 0.79 1 0.73 1 0.79 1
26527 0.280732838240283 0.77 1 0.74 1 0.78 1
26015 0.326926773015568 0.77 1 0.73 1 0.77 1
26901 0.192780937511617 0.63 1 0.6 1 0.63 1
27049 0.185958815483012 0.72 1 0.69 1 0.72 1
25581 0.36058011805637 0.77 0.999966555183947 0.69 1 0.77 0.999966555183947
26199 0.316844154357037 0.79 1 0.75 1 0.79 1
26561 0.276194420390799 0.76 1 0.66 1 0.76 1
25366 0.3930458093511 0.79 1 0.76 1 0.79 1
26130 0.333945656333716 0.75 1 0.7 1 0.75 1
25961 0.329224606139979 0.8 1 0.76 1 0.8 1
24730 0.442215932066316 0.74 1 0.72 1 0.74 1
24182 0.485609130758415 0.85 1 0.74 1 0.85 1
25965 0.34577315617177 0.73 1 0.65 1 0.71 1
24162 0.485762767982783 0.84 1 0.72 1 0.83 1
25577 0.387613871837979 0.77 1 0.7 1 0.77 1
26109 0.330154352905129 0.82 1 0.78 1 0.82 1
25824 0.353547087980173 0.76 1 0.72 1 0.76 0.999966555183947
25104 0.421526449968133 0.79 1 0.74 1 0.78 1
26808 0.228924201730827 0.73 1 0.7 1 0.73 0.999966555183947
26016 0.341789667896679 0.85 1 0.74 1 0.85 1
25133 0.407710977599172 0.76 1 0.71 1 0.76 1
26827 0.222276065158236 0.73 1 0.69 1 0.73 1
26388 0.300970137941489 0.77 1 0.76 1 0.77 1
27019 0.188163884673748 0.67 1 0.63 1 0.67 1
26287 0.30246890097767 0.79 1 0.72 1 0.79 1
26915 0.219803083782278 0.74 1 0.72 1 0.74 1
27183 0.163742044660266 0.7 1 0.67 1 0.7 1
26954 0.201936632781776 0.72 1 0.7 1 0.72 1
27259 0.12953519938369 0.64 1 0.61 1 0.64 1
26192 0.318761453879047 0.76 1 0.7 1 0.76 1
26996 0.207215883834642 0.7 1 0.66 1 0.7 1
27078 0.173941945490804 0.71 1 0.65 1 0.71 1
27333 0.114842863937365 0.6 1 0.57 1 0.6 1
26712 0.242288110212639 0.69 1 0.66 1 0.69 1
27006 0.197474635266237 0.73 1 0.66 1 0.72 1
25359 0.396072400331243 0.81 1 0.76 1 0.81 1
26669 0.251640481457872 0.72 1 0.69 1 0.72 1
27023 0.17892165932724 0.71 1 0.67 1 0.71 1
26870 0.224488276888723 0.75 1 0.7 1 0.75 1
26494 0.256699630104929 0.79 1 0.74 1 0.79 1
26483 0.267228033077824 0.79 1 0.75 1 0.79 1
24580 0.457038242473556 0.78 1 0.74 1 0.78 1
27011 0.185887231128059 0.66 1 0.63 1 0.66 1
25188 0.40618548515166 0.83 1 0.77 1 0.83 1
24437 0.466014649916111 0.79 1 0.73 1 0.79 1
26436 0.28022393705553 0.74 1 0.7 1 0.74 1
26019 0.345055536338829 0.77 1 0.74 1 0.77 1
25944 0.325778600061671 0.79 1 0.76 1 0.79 1
25271 0.398797040085473 0.77 1 0.71 1 0.77 1
25884 0.348168752897543 0.75 1 0.68 1 0.75 1
26857 0.226607588338236 0.74 1 0.7 1 0.75 1
26356 0.289535589619062 0.73 1 0.71 1 0.73 1
26586 0.269013766644098 0.73 0.999966555183947 0.7 1 0.74 0.999966555183947
26329 0.296820995860078 0.77 1 0.74 1 0.78 1
26170 0.310508215513947 0.75 1 0.71 1 0.75 1
25211 0.416921185196938 0.78 1 0.72 1 0.77 1
26569 0.270954872219504 0.76 1 0.7 1 0.77 1
26492 0.301977955609241 0.74 1 0.7 1 0.74 1
27168 0.157832744405183 0.74 1 0.69 1 0.74 1
25929 0.332176327664006 0.74 1 0.71 1 0.74 1
25090 0.41143882024711 0.81 1 0.75 1 0.81 1
23799 0.500777343585865 0.72 1 0.65 1 0.72 1
26904 0.205545643770443 0.75 1 0.69 1 0.75 1
25391 0.396282147217518 0.78 1 0.72 1 0.78 1
26086 0.317564977382504 0.79 1 0.78 1 0.79 1
26340 0.305504935459377 0.77 1 0.71 1 0.76 1
25332 0.405771356387178 0.77 1 0.71 1 0.77 1
26963 0.199866483699885 0.7 1 0.67 1 0.69 1
26207 0.329644751402297 0.76 1 0.73 1 0.76 1
25676 0.374435270291323 0.77 1 0.71 1 0.77 1
26710 0.253538000748783 0.76 1 0.73 1 0.76 1
24865 0.430685702795093 0.75 1 0.73 1 0.74 1
27136 0.161188089622642 0.65 1 0.61 1 0.64 1
24955 0.435183329993989 0.75 1 0.71 1 0.75 1
25210 0.41126537088457 0.78 1 0.71 1 0.77 1
25828 0.356396159207062 0.74 1 0.71 1 0.75 1
27032 0.169280852323173 0.66 1 0.62 1 0.66 1
24326 0.473526268190414 0.77 1 0.7 1 0.77 1
26819 0.22032887132257 0.75 1 0.73 1 0.75 1
25676 0.372877395232902 0.76 1 0.71 1 0.77 1
25736 0.358797015853279 0.78 1 0.74 1 0.78 1
26100 0.329731800766284 0.75 0.999966555183947 0.72 0.999966555183947 0.75 0.999966555183947
26299 0.305677021939998 0.79 1 0.74 1 0.79 1
26281 0.292759027434268 0.74 1 0.72 1 0.74 1
24241 0.473660327544243 0.72 1 0.68 1 0.72 1
25288 0.388840556785827 0.8 1 0.77 1 0.8 1
27258 0.141793235013574 0.65 1 0.62 1 0.66 1
25303 0.40967474212544 0.77 1 0.71 1 0.77 1
25031 0.430506172346291 0.84 1 0.77 1 0.83 1
23256 0.526186790505676 0.85 1 0.77 1 0.85 1
26905 0.224344917301617 0.78 0.999966555183947 0.74 1 0.78 0.999966555183947
26297 0.302848233638818 0.8 1 0.79 1 0.8 1
23928 0.491850551654965 0.83 1 0.78 1 0.82 1
25362 0.39866729753174 0.82 1 0.74 1 0.82 1
26873 0.221300189781565 0.68 1 0.64 0.999966555183947 0.68 1
26699 0.240346080377542 0.74 1 0.68 0.999966555183947 0.74 1
25143 0.414787415980591 0.81 1 0.75 1 0.81 1
25422 0.38301471166706 0.81 1 0.77 1 0.81 1
27161 0.159861566216266 0.65 1 0.6 1 0.65 1
26939 0.196555180221983 0.73 1 0.73 1 0.73 1
26087 0.325257791237015 0.76 1 0.73 0.999966555183947 0.76 1
26283 0.301107179545714 0.72 1 0.71 1 0.73 1
25743 0.37081925183545 0.81 1 0.78 1 0.81 1
26381 0.294264811796369 0.72 1 0.68 1 0.72 1
25355 0.392506408992309 0.82 1 0.75 0.999966555183947 0.82 1
25558 0.382306909773848 0.76 1 0.7 1 0.76 1
26568 0.260313158687142 0.76 1 0.72 1 0.75 1
23556 0.504032942774665 0.81 1 0.74 1 0.81 1
26386 0.279504282574092 0.72 1 0.7 1 0.72 1
24952 0.425577108047451 0.81 1 0.75 1 0.81 0.999966555183947
26709 0.247819087199071 0.77 1 0.71 1 0.78 1
26379 0.306228439288828 0.74 1 0.71 1 0.74 1
26589 0.256685095340178 0.75 0.999966555183947 0.73 1 0.75 0.999966555183947
26050 0.326564299424184 0.79 1 0.77 1 0.79 1
24537 0.449484452052003 0.79 1 0.74 1 0.79 1
26908 0.210829493087558 0.68 1 0.66 1 0.68 1
26167 0.322887606527305 0.75 1 0.69 1 0.75 1
26910 0.221850613154961 0.71 1 0.68 1 0.71 1
25851 0.349116088352482 0.82 1 0.77 1 0.82 1
25120 0.411146496815287 0.79 1 0.74 1 0.79 1
25857 0.341880341880342 0.74 1 0.68 1 0.74 1
27200 0.147683823529412 0.69 1 0.66 1 0.69 1
25853 0.341507755386222 0.81 1 0.74 1 0.81 1
24631 0.446794689618773 0.78 1 0.73 1 0.78 1
25658 0.360472367292852 0.81 1 0.74 1 0.81 1
26259 0.305723751856506 0.75 1 0.69 1 0.74 1
24505 0.456682309732708 0.73 0.999966555183947 0.7 1 0.73 1
26770 0.229211804258498 0.79 1 0.71 1 0.79 1
26821 0.229074232877223 0.77 1 0.75 1 0.77 1
24443 0.463404655729657 0.76 1 0.68 1 0.76 1
25419 0.391950902867933 0.79 1 0.73 1 0.79 1
26769 0.226642758414584 0.68 1 0.64 0.999966555183947 0.68 1
26694 0.251629579680827 0.71 1 0.68 1 0.71 1
27175 0.128095676172953 0.63 1 0.62 1 0.63 1
25680 0.370366043613707 0.81 1 0.77 1 0.82 1
26718 0.248484167976645 0.77 1 0.72 1 0.77 1
25758 0.353715350570696 0.78 1 0.73 1 0.78 1
26679 0.257131076876944 0.73 1 0.66 1 0.73 1
26470 0.29202871174915 0.79 1 0.75 1 0.79 1
23491 0.513302967093781 0.78 1 0.71 1 0.78 1
26597 0.263037184644885 0.71 1 0.69 1 0.71 1
25052 0.420884560114961 0.83 1 0.75 1 0.83 1
27305 0.124958798754807 0.56 1 0.55 1 0.56 1
26776 0.239617567971318 0.79 1 0.71 1 0.79 1
23495 0.507384549904235 0.8 1 0.74 1 0.8 1
26979 0.214463100930353 0.69 1 0.69 1 0.69 1
25137 0.426343636869953 0.78 1 0.73 1 0.78 1
26252 0.303862562852354 0.76 1 0.74 1 0.76 1
26642 0.270174911793409 0.75 1 0.7 1 0.75 1
23565 0.510715043496711 0.75 1 0.71 1 0.77 1
26507 0.276228920662467 0.73 1 0.71 1 0.73 1
26208 0.314636752136752 0.74 1 0.73 0.999966555183947 0.74 1
25713 0.367479485085365 0.85 1 0.8 1 0.84 1
25118 0.422366430448284 0.79 1 0.72 1 0.79 1
27310 0.136470157451483 0.69 1 0.66 1 0.69 1
26785 0.239126376703379 0.74 1 0.68 1 0.74 1
24175 0.490341261633919 0.83 1 0.76 1 0.83 1
26720 0.240755988023952 0.77 0.999966555183947 0.68 1 0.77 0.999966555183947
26909 0.223419673715114 0.74 0.999966555183947 0.71 1 0.74 0.999966555183947
27042 0.195954441239553 0.71 1 0.68 1 0.71 1
24609 0.444593441423869 0.79 1 0.74 0.999966555183947 0.8 1
25598 0.368700679740605 0.83 1 0.73 1 0.83 1
25954 0.347114124990368 0.76 1 0.7 1 0.76 1
26170 0.307374856706152 0.8 1 0.78 1 0.8 1
27207 0.163266806336605 0.68 1 0.63 1 0.68 1
25934 0.336276702398396 0.72 1 0.68 1 0.73 1
25577 0.379637955976072 0.77 0.999966555183947 0.71 1 0.77 0.999966555183947
25808 0.359229696218227 0.79 1 0.74 1 0.79 1
26095 0.327878904004599 0.73 1 0.69 1 0.73 1
26080 0.329716257668712 0.72 1 0.67 1 0.72 1
26537 0.270942457700569 0.73 1 0.7 1 0.73 1
26546 0.258080313418217 0.73 1 0.7 1 0.73 1
26445 0.296502174324069 0.78 1 0.74 1 0.78 1
26077 0.331748283928366 0.76 1 0.71 1 0.76 1
26250 0.315695238095238 0.81 1 0.79 1 0.81 1
26254 0.308372057591224 0.78 0.999966555183947 0.73 1 0.78 0.999966555183947
24965 0.428600040056078 0.85 1 0.75 1 0.83 1
26385 0.286715937085465 0.75 1 0.73 1 0.75 1
26303 0.310040679770368 0.75 1 0.71 1 0.75 1
25540 0.378778386844166 0.76 1 0.73 1 0.76 1
26719 0.244956772334294 0.65 1 0.62 1 0.65 1
26248 0.30284212130448 0.77 1 0.75 1 0.77 1
26397 0.28866916695079 0.8 1 0.77 1 0.8 1
25196 0.414272106683601 0.79 1 0.76 1 0.79 1
27150 0.181252302025783 0.71 1 0.68 1 0.71 1
25202 0.40361876041584 0.75 0.999966555183947 0.73 1 0.75 0.999966555183947
26939 0.207654330153309 0.7 1 0.67 1 0.7 1
26861 0.220431108298276 0.74 1 0.69 1 0.74 1
25031 0.422875634213575 0.84 1 0.77 1 0.84 0.999966555183947
26120 0.326186830015314 0.78 1 0.74 1 0.78 1
26732 0.247942540775101 0.77 1 0.72 1 0.77 1
27206 0.117547599794163 0.6 1 0.6 0.999966555183947 0.59 1
25932 0.345326237852846 0.76 1 0.72 1 0.77 1
26326 0.299627744435159 0.83 1 0.76 1 0.83 1
26455 0.282668682668683 0.75 1 0.68 1 0.75 1
26622 0.236082938922696 0.78 1 0.75 1 0.78 1
26584 0.260532651218778 0.76 1 0.71 1 0.77 1
27045 0.17274912183398 0.66 1 0.62 1 0.66 1
27449 0.0910779991985136 0.54 1 0.54 1 0.54 1
26760 0.23075485799701 0.75 1 0.7 1 0.75 1
26795 0.231237171114014 0.75 1 0.72 1 0.75 1
25704 0.358504512916278 0.76 1 0.69 1 0.77 1
26690 0.245297864368677 0.71 1 0.7 1 0.71 1
27074 0.170901972372017 0.7 1 0.64 1 0.7 1
26460 0.275396825396825 0.71 1 0.66 1 0.71 1
25793 0.367308959795293 0.8 1 0.72 1 0.8 1
26369 0.288141378133414 0.73 1 0.7 1 0.72 1
25829 0.337759882302838 0.77 1 0.76 1 0.76 1
26794 0.236321564529372 0.7 1 0.65 1 0.7 1
25189 0.412719838024535 0.73 1 0.66 1 0.73 1
25454 0.391844110945235 0.8 1 0.76 1 0.79 1
26405 0.292596099223632 0.77 1 0.75 1 0.78 1
26694 0.260882595339777 0.77 1 0.72 1 0.77 1
23969 0.491509866911427 0.79 1 0.75 1 0.79 1
25396 0.394117183808474 0.76 1 0.69 1 0.78 1
27080 0.166875923190547 0.76 1 0.7 1 0.76 1
26833 0.221108336749525 0.75 1 0.72 1 0.74 1
25388 0.394044430439578 0.82 1 0.77 1 0.82 1
26219 0.306190167435829 0.78 1 0.72 1 0.78 1
26095 0.329335121670818 0.8 1 0.74 1 0.8 1
27146 0.172032712001768 0.69 1 0.66 1 0.69 1
26610 0.253814355505449 0.72 1 0.7 1 0.72 1
26443 0.297091857958628 0.72 1 0.67 1 0.71 1
25196 0.401968566439117 0.81 1 0.74 1 0.81 1
22873 0.554671446683863 0.78 1 0.72 0.999966555183947 0.78 0.999966555183947
26480 0.286555891238671 0.76 1 0.71 1 0.76 1
26497 0.270483450956712 0.72 1 0.68 1 0.71 1
27028 0.184882344235608 0.7 1 0.68 1 0.7 1
25857 0.351896971806474 0.76 1 0.71 1 0.76 1
25832 0.341746670795912 0.79 1 0.75 1 0.79 1
26028 0.352197633317965 0.78 1 0.71 1 0.78 1
26532 0.266018392884065 0.78 1 0.77 1 0.79 1
25804 0.356572624399318 0.81 1 0.74 1 0.81 1
24646 0.443682544834862 0.83 1 0.73 1 0.81 1
26572 0.27156405238597 0.79 1 0.68 1 0.79 1
26421 0.280155936565611 0.76 1 0.71 1 0.76 1
26882 0.223048880291645 0.76 1 0.72 1 0.77 1
24778 0.448421987246751 0.82 1 0.75 1 0.81 1
25928 0.345495217525455 0.79 1 0.79 1 0.79 1
27195 0.126751241036955 0.63 1 0.59 1 0.63 1
26249 0.31715493923578 0.78 1 0.73 1 0.77 1
26206 0.309776387086927 0.72 1 0.69 1 0.73 1
25621 0.351742711057336 0.76 1 0.71 1 0.76 1
26949 0.208542060929905 0.69 1 0.66 1 0.69 1
24377 0.459613570168602 0.82 1 0.76 1 0.81 1
26255 0.309921919634355 0.79 1 0.68 1 0.79 1
26783 0.217003323003398 0.68 1 0.67 1 0.68 1
26860 0.210908413998511 0.78 1 0.74 1 0.78 1
26709 0.239731925568161 0.7 1 0.69 1 0.69 1
26914 0.224121275172773 0.73 1 0.7 1 0.72 1
24410 0.456780008193363 0.78 1 0.72 1 0.78 1
26370 0.288282138794084 0.71 1 0.68 1 0.71 1
27196 0.161494337402559 0.58 1 0.57 1 0.58 1
26878 0.216050301361708 0.71 1 0.67 1 0.71 1
26496 0.280570652173913 0.78 1 0.71 1 0.78 1
25395 0.397912974995078 0.7 1 0.68 1 0.7 1
26982 0.196167815580758 0.68 1 0.66 1 0.68 1
26003 0.333846094681383 0.73 1 0.7 1 0.73 1
26751 0.232028709207132 0.77 1 0.74 1 0.77 1
25369 0.396941148645985 0.79 1 0.75 1 0.79 1
27021 0.202805225565301 0.72 1 0.69 1 0.72 1
26056 0.322459318391157 0.78 1 0.75 0.999966555183947 0.78 1
25567 0.370634020416944 0.79 1 0.74 1 0.79 1
26116 0.320608056363915 0.77 1 0.73 1 0.78 1
26960 0.190689910979228 0.72 1 0.66 1 0.72 1
25652 0.384024637455169 0.77 1 0.74 1 0.77 1
27165 0.162856616970366 0.65 1 0.64 1 0.65 1
26679 0.255331908992091 0.78 1 0.75 1 0.78 1
25870 0.35539234634712 0.74 1 0.71 0.999966555183947 0.74 1
27283 0.130704101455119 0.62 1 0.6 1 0.62 1
25945 0.349624205049142 0.78 1 0.74 1 0.78 1
25927 0.340108766922513 0.75 1 0.73 1 0.74 1
26530 0.263927629099133 0.76 1 0.71 1 0.76 1
27178 0.142762528515711 0.64 1 0.63 1 0.64 1
26660 0.254651162790698 0.67 1 0.65 1 0.67 1
26186 0.317688841365615 0.72 1 0.68 1 0.72 1
23482 0.517886040371348 0.83 1 0.72 1 0.83 1
26487 0.292181069958848 0.74 1 0.71 0.999966555183947 0.74 1
26876 0.2342610507516 0.75 1 0.72 1 0.75 1
27252 0.139659474533979 0.69 1 0.64 1 0.69 1
24266 0.473625649056293 0.83 1 0.77 1 0.83 1
25839 0.358102093734278 0.82 1 0.8 1 0.82 1
27038 0.197092980250018 0.76 1 0.69 1 0.76 1
26192 0.318150580329872 0.67 1 0.65 1 0.67 1
25604 0.376777066083424 0.82 1 0.76 1 0.82 1
26834 0.207758813445629 0.74 1 0.72 1 0.74 1
23841 0.494861792710037 0.83 1 0.75 1 0.82 1
25018 0.423974738188504 0.78 1 0.71 1 0.78 1
26079 0.322021549906055 0.73 1 0.7 1 0.73 1
26202 0.324593542477673 0.74 0.999966555183947 0.67 1 0.75 1
26439 0.280872952834827 0.75 1 0.73 1 0.76 1
25151 0.418313387141664 0.8 1 0.73 1 0.8 1
26792 0.233875783816064 0.73 1 0.7 1 0.73 1
26838 0.21875698636262 0.76 1 0.74 1 0.76 1
26541 0.271805885234166 0.78 1 0.71 1 0.78 1
27430 0.106926722566533 0.59 1 0.57 1 0.59 1
27348 0.111744917361416 0.6 1 0.59 1 0.6 1
25642 0.382848451758833 0.78 1 0.72 1 0.77 1
25275 0.389436201780415 0.75 1 0.7 1 0.75 1
26456 0.273964318113093 0.78 1 0.76 1 0.79 1
27170 0.158078763341921 0.7 1 0.68 1 0.7 1
26044 0.333205344801106 0.76 1 0.72 1 0.76 1
26769 0.240016436923307 0.74 1 0.73 1 0.74 1
26639 0.250309696309922 0.71 1 0.71 1 0.71 1
26267 0.304564662884989 0.75 0.999966555183947 0.72 1 0.75 0.999966555183947
25218 0.408676342295186 0.68 1 0.65 1 0.68 1
25972 0.335977206222085 0.74 1 0.71 1 0.74 1
24958 0.428279509576088 0.8 1 0.72 1 0.8 1
27012 0.197875018510292 0.74 1 0.69 1 0.74 1
26132 0.320679626511557 0.79 1 0.74 1 0.78 1
26509 0.29623901316534 0.72 1 0.69 1 0.72 1
26386 0.298794815432426 0.72 1 0.68 1 0.72 1
25300 0.406126482213439 0.78 1 0.74 1 0.78 1
26274 0.310649311106036 0.71 1 0.69 1 0.71 1
26436 0.274776819488576 0.79 1 0.7 1 0.79 1
26518 0.266083415038842 0.76 1 0.73 1 0.76 1
24787 0.424254649614717 0.82 1 0.8 1 0.82 1
26601 0.267809480846585 0.74 1 0.72 1 0.74 1
26490 0.279577198942997 0.74 1 0.71 1 0.74 1
27025 0.182386679000925 0.7 1 0.69 1 0.7 1
25069 0.433523475208425 0.84 0.999966555183947 0.73 1 0.84 0.999966555183947
25990 0.325625240477107 0.75 1 0.69 1 0.75 1
25858 0.343298012220589 0.8 1 0.76 1 0.8 1
22638 0.555040197897341 0.85 1 0.77 1 0.84 1
26791 0.232652756522713 0.74 1 0.69 1 0.74 1
25836 0.35887908344945 0.77 1 0.71 1 0.79 1
26460 0.283219954648526 0.79 1 0.72 1 0.79 1
26118 0.323187074048549 0.75 1 0.68 1 0.76 1
26208 0.315552503052503 0.8 1 0.73 0.999966555183947 0.8 1
26729 0.249242395899585 0.73 1 0.73 1 0.73 1
26221 0.310667022615461 0.78 1 0.74 1 0.78 1
23186 0.533425342879324 0.75 1 0.71 1 0.75 0.999966555183947
26232 0.310879841415066 0.77 1 0.75 1 0.77 1
26333 0.293320168609729 0.79 1 0.74 1 0.79 1
26034 0.338672505185527 0.75 1 0.71 1 0.75 1
27254 0.157371395024584 0.68 1 0.64 0.999966555183947 0.68 1
25497 0.388437855433973 0.78 1 0.77 1 0.8 1
23766 0.504628460826391 0.76 1 0.73 1 0.77 1
26143 0.322533756646139 0.74 1 0.7 1 0.73 1
26480 0.272583081570997 0.71 1 0.67 1 0.71 1
26856 0.221514745308311 0.72 1 0.69 1 0.72 1
